AP-11161	737	1	5037	0.000198531
AP-11161	1000	1	5037	0.000198531
AP-11161	1094	1	5037	0.000198531
AP-11161	1099	1	5037	0.000198531
AP-11161	1132	1	5037	0.000198531
AP-11161	1141	1	5037	0.000198531
AP-11161	1146	1	5037	0.000198531
AP-11161	1150	1	5037	0.000198531
AP-11161	1152	1	5037	0.000198531
AP-11161	1156	1	5037	0.000198531
AP-11161	1157	1	5037	0.000198531
AP-11161	1160	1	5037	0.000198531
AP-11161	1170	1	5037	0.000198531
AP-11161	1172	1	5037	0.000198531
AP-11161	1173	1	5037	0.000198531
AP-11161	1174	1	5037	0.000198531
AP-11161	1177	2	5037	0.000397062
AP-11161	1178	1	5037	0.000198531
AP-11161	1188	1	5037	0.000198531
AP-11161	1189	1	5037	0.000198531
AP-11161	1190	1	5037	0.000198531
AP-11161	1195	2	5037	0.000397062
AP-11161	1197	1	5037	0.000198531
AP-11161	1200	2	5037	0.000397062
AP-11161	1201	1	5037	0.000198531
AP-11161	1204	1	5037	0.000198531
AP-11161	1206	1	5037	0.000198531
AP-11161	1208	1	5037	0.000198531
AP-11161	1210	1	5037	0.000198531
AP-11161	1212	1	5037	0.000198531
AP-11161	1213	1	5037	0.000198531
AP-11161	1214	1	5037	0.000198531
AP-11161	1215	2	5037	0.000397062
AP-11161	1217	1	5037	0.000198531
AP-11161	1218	1	5037	0.000198531
AP-11161	1221	1	5037	0.000198531
AP-11161	1222	2	5037	0.000397062
AP-11161	1225	1	5037	0.000198531
AP-11161	1226	1	5037	0.000198531
AP-11161	1231	1	5037	0.000198531
AP-11161	1232	1	5037	0.000198531
AP-11161	1233	1	5037	0.000198531
AP-11161	1236	3	5037	0.000595593
AP-11161	1239	1	5037	0.000198531
AP-11161	1240	2	5037	0.000397062
AP-11161	1241	1	5037	0.000198531
AP-11161	1247	1	5037	0.000198531
AP-11161	1257	1	5037	0.000198531
AP-11161	1262	1	5037	0.000198531
AP-11161	1265	1	5037	0.000198531
AP-11161	1266	1	5037	0.000198531
AP-11161	1267	1	5037	0.000198531
AP-11161	1268	2	5037	0.000397062
AP-11161	1269	2	5037	0.000397062
AP-11161	1270	1	5037	0.000198531
AP-11161	1271	3	5037	0.000595593
AP-11161	1272	2	5037	0.000397062
AP-11161	1283	1	5037	0.000198531
AP-11161	1284	1	5037	0.000198531
AP-11161	1288	1	5037	0.000198531
AP-11161	1290	1	5037	0.000198531
AP-11161	1293	1	5037	0.000198531
AP-11161	1294	1	5037	0.000198531
AP-11161	1297	1	5037	0.000198531
AP-11161	1299	1	5037	0.000198531
AP-11161	1304	1	5037	0.000198531
AP-11161	1306	1	5037	0.000198531
AP-11161	1311	1	5037	0.000198531
AP-11161	1312	1	5037	0.000198531
AP-11161	1327	1	5037	0.000198531
AP-11161	1331	1	5037	0.000198531
AP-11161	1334	1	5037	0.000198531
AP-11161	1335	1	5037	0.000198531
AP-11161	1340	2	5037	0.000397062
AP-11161	1341	1	5037	0.000198531
AP-11161	1347	1	5037	0.000198531
AP-11161	1348	1	5037	0.000198531
AP-11161	1349	2	5037	0.000397062
AP-11161	1352	1	5037	0.000198531
AP-11161	1354	1	5037	0.000198531
AP-11161	1355	1	5037	0.000198531
AP-11161	1363	1	5037	0.000198531
AP-11161	1364	1	5037	0.000198531
AP-11161	1366	1	5037	0.000198531
AP-11161	1367	1	5037	0.000198531
AP-11161	1374	1	5037	0.000198531
AP-11161	1375	1	5037	0.000198531
AP-11161	1376	1	5037	0.000198531
AP-11161	1377	1	5037	0.000198531
AP-11161	1382	1	5037	0.000198531
AP-11161	1384	2	5037	0.000397062
AP-11161	1388	1	5037	0.000198531
AP-11161	1389	1	5037	0.000198531
AP-11161	1391	1	5037	0.000198531
AP-11161	1392	1	5037	0.000198531
AP-11161	1395	1	5037	0.000198531
AP-11161	1396	2	5037	0.000397062
AP-11161	1400	1	5037	0.000198531
AP-11161	1401	1	5037	0.000198531
AP-11161	1408	2	5037	0.000397062
AP-11161	1409	1	5037	0.000198531
AP-11161	1410	1	5037	0.000198531
AP-11161	1412	1	5037	0.000198531
AP-11161	1413	2	5037	0.000397062
AP-11161	1418	1	5037	0.000198531
AP-11161	1421	1	5037	0.000198531
AP-11161	1422	1	5037	0.000198531
AP-11161	1423	1	5037	0.000198531
AP-11161	1426	1	5037	0.000198531
AP-11161	1430	2	5037	0.000397062
AP-11161	1433	1	5037	0.000198531
AP-11161	1435	1	5037	0.000198531
AP-11161	1437	1	5037	0.000198531
AP-11161	1438	1	5037	0.000198531
AP-11161	1439	1	5037	0.000198531
AP-11161	1441	1	5037	0.000198531
AP-11161	1442	2	5037	0.000397062
AP-11161	1444	1	5037	0.000198531
